idkikj,idj,name_latin,id_cg,NOM_AR,gou,gou_nom,reg,reg_nom,zon,zon_nom,cap_gou,dist_cap_gou,niveau_urbain,dist_cap_tunis,dist_port_export,population_2014,idr_2011,delegation,gouvernorat,firmsdeleg,firmsgouv
TN313,TN213,Sousse Jawhara,TS2112,سوسة جوهرة,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,"4,2",(5) 100 000-1 000 000,"122,1","8,2",86517,"0,679",3153,31,5183,62117
TN314,TN214,Sousse Sidi Abedelhamid,TS2113,سوسة سيدي عبد الحميد,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,"3,8",(5) 100 000-1 000 000,"118,4","7,8",52787,"0,657",3154,31,697,62117
TN315,TN215,Hammam Sousse,TS2114,حمام سوسة,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,7,(5) 100 000-1 000 000,"113,5",11,42691,"0,624",3155,31,7731,62117
TN316,TN216,Akouda,TS2115,اكودة,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,"14,3",(5) 100 000-1 000 000,"106,3","18,3",34494,"0,551",3156,31,3570,62117
TN317,TN217,Kalaâ Kebira,TS2116,القلعة الكبرى,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,21,(5) 100 000-1 000 000,"108,3",25,59132,"0,432",3157,31,3776,62117
TN318,TN218,Sid Bou Ali,TS2117,سيدي بوعلي,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,"26,8",(1) moins de 10 000,"97,5","30,8",19543,"0,382",3158,31,1183,62117
TN319,TN219,Hergla,TS2118,هرقلة,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,30,(1) moins de 10 000,"91,6",34,9343,"0,407",3159,31,711,62117
TN31A,TN21A,Enfidha,TS2119,النفيضة,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,"45,3",(2) 10-20 000,"78,5","49,3",49335,"0,348",3160,31,2845,62117
TN31B,TN21B,Bouficha,TS211A,بوفيشة,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,"55,3",(2) 10-20 000,"64,8","59,3",26760,"0,33",3161,31,1539,62117
TN31C,TN21C,Kondar,TS211B,الكندار,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,"37,9",(1) moins de 10 000,"99,2","41,9",13565,"0,313",3162,31,814,62117
TN31D,TN21D,Sidi El Hèni,TS211C,سيدي الهاني,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,32,(1) moins de 10 000,"122,4",36,13505,"0,297",3163,31,613,62117
TN31E,TN21E,Msaken,TS211D,مساكن,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,"20,2",(5) 100 000-1 000 000,132,"24,2",97225,"0,518",3164,31,9043,62117
TN31F,TN21F,Kalaâ Seghira,TS211E,القلعة الصغرى,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,"16,8",(5) 100 000-1 000 000,"117,2","20,8",37797,"0,421",3165,31,2605,62117
TN31G,TN21G,Zaouia Ksiba Thrayet,TS211F,زاوية قصيبة الثريات,TS211,Sousse,TS21,Centre-est,TS2,Centre,0,"6,8",(5) 100 000-1 000 000,"123,4","10,8",32304,"0,465",3166,31,2332,62117
TN321,TN221,Monastir,TS2120,المنستير,TS212,Monastir,TS21,Centre-est,TS2,Centre,1,1,(5) 100 000-1 000 000,"133,9","22,4",104535,"0,62",3251,32,10520,43099
TN322,TN222,Werdanine,TS2121,الوردانين,TS212,Monastir,TS21,Centre-est,TS2,Centre,0,"12,9",(3) 20-50000,"133,6","19,8",21814,"0,411",3252,32,1258,43099
TN323,TN223,Sahline,TS2122,الساحلين,TS212,Monastir,TS21,Centre-est,TS2,Centre,0,"8,2",(5) 100 000-1 000 000,"131,7","17,9",27449,"0,465",3253,32,2446,43099
TN324,TN224,Zarmdine,TS2123,زرمدين,TS212,Monastir,TS21,Centre-est,TS2,Centre,0,"27,1",(4) 50-100 000,"148,4","36,5",29733,"0,339",3254,32,1651,43099
TN325,TN225,Beni Hassen,TS2124,بني حسان,TS212,Monastir,TS21,Centre-est,TS2,Centre,0,"24,4",(1) moins de 10 000,"154,1","40,1",13869,"0,372",3255,32,975,43099
TN326,TN226,Jammel,TS2125,جمال,TS212,Monastir,TS21,Centre-est,TS2,Centre,0,"16,1",(4) 50-100 000,"142,9",29,65420,"0,466",3256,32,5804,43099
TN327,TN227,Benbla,TS2126,بنبلة,TS212,Monastir,TS21,Centre-est,TS2,Centre,0,"8,4",(5) 100 000-1 000 000,"139,4","25,8",32555,"0,468",3257,32,2350,43099
TN328,TN228,Moknine,TS2127,المكنين,TS212,Monastir,TS21,Centre-est,TS2,Centre,0,"24,9",(5) 100 000-1 000 000,"157,5","43,9",89277,"0,446",3258,32,5023,43099
TN329,TN229,Bekalta,TS2128,البقالطة,TS212,Monastir,TS21,Centre-est,TS2,Centre,0,"28,4",(5) 100 000-1 000 000,"158,7","49,8",17850,"0,388",3259,32,1149,43099
TN32A,TN22A,Teboulba,TS2129,طبلبة,TS212,Monastir,TS21,Centre-est,TS2,Centre,0,"21,8",(5) 100 000-1 000 000,"152,5","43,2",37485,"0,453",3260,32,3043,43099
TN32B,TN22B,Ksar Hlel,TS212A,قصر هلال,TS212,Monastir,TS21,Centre-est,TS2,Centre,0,"15,5",(5) 100 000-1 000 000,"148,2","36,5",49376,"0,507",3261,32,4572,43099
TN32C,TN22C,Ksibet El Mediouni,TS212B,قصيبة المديوني,TS212,Monastir,TS21,Centre-est,TS2,Centre,0,"12,3",(3) 20-50000,"145,2","32,5",34576,"0,441",3262,32,2455,43099
TN32D,TN22D,Sayada- Lamta- Bouhjar,TS212C,صيادة لمطة بوحجر,TS212,Monastir,TS21,Centre-est,TS2,Centre,0,"14,4",(5) 100 000-1 000 000,"146,5","35,7",24889,"0,472",3263,32,1853,43099
TN331,TN231,Mahdia,TS2130,المهدية,TS213,Mahdia,TS21,Centre-est,TS2,Centre,1,1,(4) 50-100 000,"166,6","54,1",79545,"0,482",3351,33,6437,26194
TN332,TN232,Bou Merdès,TS2131,بومرداس,TS213,Mahdia,TS21,Centre-est,TS2,Centre,0,"26,8",(1) moins de 10 000,"163,7","50,7",33890,"0,309",3352,33,1916,26194
TN333,TN233,Ouled Chamekh,TS2132,اولاد شامخ,TS213,Mahdia,TS21,Centre-est,TS2,Centre,0,"62,2",(1) moins de 10 000,"153,3","56,8",23020,"0,175",3353,33,1020,26194
TN334,TN234,Chorbène,TS2133,شربان,TS213,Mahdia,TS21,Centre-est,TS2,Centre,0,"60,1",(1) moins de 10 000,"181,2","68,2",25935,"0,224",3354,33,1532,26194
TN335,TN235,Hebira,TS2134,هبيرة,TS213,Mahdia,TS21,Centre-est,TS2,Centre,0,"70,7",(1) moins de 10 000,"173,5","76,5",10654,"0,19",3355,33,460,26194
TN336,TN236,Esouassi,TS2135,السواسي,TS213,Mahdia,TS21,Centre-est,TS2,Centre,0,"45,4",(1) moins de 10 000,"168,4","60,4",50424,"0,264",3356,33,2556,26194
TN337,TN237,El Djem,TS2136,الجم,TS213,Mahdia,TS21,Centre-est,TS2,Centre,0,"31,4",(3) 20-50000,"177,8","64,8",48611,"0,327",3357,33,3891,26194
TN338,TN238,Chebba,TS2137,الشابة,TS213,Mahdia,TS21,Centre-est,TS2,Centre,0,"32,7",(3) 20-50000,"198,1","66,4",24515,"0,392",3358,33,1858,26194
TN339,TN239,Meloulech,TS2138,ملولش,TS213,Mahdia,TS21,Centre-est,TS2,Centre,0,"38,1",(1) moins de 10 000,"201,5","56,8",22085,"0,259",3359,33,815,26194
TN33A,TN23A,Sidi Alouane,TS2139,سيدي علوان,TS213,Mahdia,TS21,Centre-est,TS2,Centre,0,"24,8",(1) moins de 10 000,"184,1","67,8",37767,"0,265",3360,33,1932,26194
TN33B,TN23B,Ksour Essef,TS213A,قصور الساف,TS213,Mahdia,TS21,Centre-est,TS2,Centre,0,"15,2",(3) 20-50000,"180,1","66,9",54366,"0,342",3361,33,3777,26194
TN341,TN241,Sfax Ville,TS2140,صفاقس المدينة,TS214,Sfax,TS21,Centre-est,TS2,Centre,1,1,(5) 100 000-1 000 000,"240,3",5,101176,"0,555",3451,34,34820,81430
TN342,TN242,Sfax Ouest,TS2141,صفاقس الغربية,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,"4,4",(5) 100 000-1 000 000,"241,3","8,4",110125,"0,572",3452,34,803,81430
TN343,TN243,Sakiet Ezzit,TS2142,ساقية الزيت,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,"15,7",(5) 100 000-1 000 000,"225,7","19,7",87512,"0,478",3453,34,8685,81430
TN344,TN244,Sakiet Eddair,TS2143,ساقية الدائر,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,11,(5) 100 000-1 000 000,"232,7",15,113776,"0,465",3454,34,5906,81430
TN345,TN245,Sfax Sud,TS2144,صفاقس الجنوبية,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,"12,8",(5) 100 000-1 000 000,"230,6","16,8",119139,"0,449",3455,34,13861,81430
TN346,TN246,Tina,TS2145,طينة,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,"11,8",(5) 100 000-1 000 000,"245,3","15,8",62997,"0,441",3456,34,1321,81430
TN347,TN247,Agareb,TS2146,عقارب,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,"30,1",(2) 10-20 000,"236,3","34,1",40943,"0,292",3457,34,1835,81430
TN348,TN248,Djbeniana,TS2147,جبنيانة,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,"39,7",(1) moins de 10 000,"209,3","43,7",49678,"0,3",3458,34,2968,81430
TN349,TN249,EL Amra,TS2148,العامرة,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,"23,9",(1) moins de 10 000,"223,2","27,9",30599,"0,3",3459,34,1217,81430
TN34A,TN24A,El Hencha,TS2149,الحنشة,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,"42,6",(1) moins de 10 000,"199,2","46,6",49223,"0,253",3460,34,2020,81430
TN34B,TN24B,Menzel Chaker,TS214A,منزل شاكر,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,"46,7",(1) moins de 10 000,207,"50,7",37368,"0,332",3461,34,1301,81430
TN34C,TN24C,Ghraiba,TS214B,الغريبة,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,59,(1) moins de 10 000,"262,8",63,15776,"0,176",3462,34,629,81430
TN34D,TN24D,Bir Ali Ben khlifa,TS214C,بئر علي بن خليفة,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,"64,7",(1) moins de 10 000,"237,4","68,7",52678,"0,186",3463,34,1957,81430
TN34E,TN24E,Skhira,TS214D,الصخيرة,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,"89,8",(1) moins de 10 000,"281,6",58,34673,"0,246",3464,34,1502,81430
TN34F,TN24F,Mahres,TS214E,المحرس,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,39,(2) 10-20 000,"258,9",43,34257,"0,347",3465,34,2339,81430
TN34G,TN24G,Kerkenah,TS214F,قرقنة,TS214,Sfax,TS21,Centre-est,TS2,Centre,0,41,(2) 10-20 000,257,45,15501,"0,379",3466,34,266,81430
TN411,TN251,Kairaouan Nord,TS2210,القبروان الشمالية,TS221,Kairouan,TS22,Centre-ouest,TS2,Centre,1,1,(5) 100 000-1 000 000,"120,9","56,6",96781,"0,369",4151,41,984,27421
TN412,TN252,Kairouan Sud,TS2211,القيروان الجنوبية,TS221,Kairouan,TS22,Centre-ouest,TS2,Centre,0,"19,7",(5) 100 000-1 000 000,"139,3","61,1",93101,"0,355",4152,41,12696,27421
TN413,TN253,Echbika,TS2212,الشبيكة,TS221,Kairouan,TS22,Centre-ouest,TS2,Centre,0,"21,3",(1) moins de 10 000,"134,1","75,8",35308,"0,208",4153,41,1198,27421
TN414,TN254,Sebikha,TS2213,السبيخة,TS221,Kairouan,TS22,Centre-ouest,TS2,Centre,0,"24,8",(1) moins de 10 000,"98,5","63,3",71922,"0,209",4154,41,2135,27421
TN415,TN255,El  Oueslatia,TS2214,الوسلاتية,TS221,Kairouan,TS22,Centre-ouest,TS2,Centre,0,"42,7",(1) moins de 10 000,"114,4","94,4",34452,"0,141",4155,41,1310,27421
TN416,TN256,Haffouz,TS2215,حفوز,TS221,Kairouan,TS22,Centre-ouest,TS2,Centre,0,"45,6",(1) moins de 10 000,"152,1","99,3",40066,"0,208",4156,41,1695,27421
TN417,TN257,El Alâa,TS2216,العلاء,TS221,Kairouan,TS22,Centre-ouest,TS2,Centre,0,"48,6",(1) moins de 10 000,"140,7","104,2",28991,"0,092",4157,41,1032,27421
TN418,TN258,Hajeb El Ayoun,TS2217,حاجب العيون,TS221,Kairouan,TS22,Centre-ouest,TS2,Centre,0,62,(2) 10-20 000,"166,9","114,8",36137,"0,196",4158,41,1282,27421
TN419,TN259,Nasrallah,TS2218,نصرالله,TS221,Kairouan,TS22,Centre-ouest,TS2,Centre,0,"56,3",(1) moins de 10 000,"172,6","101,7",33789,"0,172",4159,41,1236,27421
TN41A,TN25A,Echrarda,TS2219,الشراردة,TS221,Kairouan,TS22,Centre-ouest,TS2,Centre,0,"66,5",(1) moins de 10 000,"186,4","86,7",27518,"0,189",4160,41,1265,27421
TN41B,TN25B,Bouhajla,TS221A,بوحجلة,TS221,Kairouan,TS22,Centre-ouest,TS2,Centre,0,"43,8",(1) moins de 10 000,"163,6","80,2",72371,"0,155",4161,41,2588,27421
TN421,TN261,Kasserine Nord,TS2220,القصرين الشمالية,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,1,1,(4) 50-100 000,224,194,65322,"0,437",4251,42,6164,17681
TN422,TN262,Kasserine Sud,TS2221,القصرين الجنوبية,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,0,"12,4",(4) 50-100 000,234,195,21653,"0,095",4252,42,393,17681
TN423,TN263,Ezzouhour,TS2222,الزهور,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,0,"9,4",(4) 50-100 000,"226,3","191,8",21819,"0,185",4253,42,190,17681
TN424,TN264,Hassi ferid,TS2223,حاسي الفريد,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,0,"32,4",(1) moins de 10 000,"239,8","172,1",19400,0,4254,42,155,17681
TN425,TN265,Sebeitla,TS2224,سبيطلة,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,0,"29,7",(3) 20-50000,"203,8","165,9",75245,"0,213",4255,42,2958,17681
TN426,TN266,Sebiba,TS2225,سبيبة,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,0,"50,3",(1) moins de 10 000,176,"148,8",41189,"0,115",4256,42,1237,17681
TN427,TN267,Djedeliane,TS2226,جدليان,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,0,"52,7",(1) moins de 10 000,"176,5","167,8",12297,"0,108",4257,42,210,17681
TN428,TN268,El Ayoun,TS2227,العيون,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,0,"36,6",(1) moins de 10 000,"190,4","173,2",19211,"0,005",4258,42,431,17681
TN429,TN269,Thalla,TS2228,تالة,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,0,"43,2",(2) 10-20 000,"196,9","189,7",37128,"0,144",4259,42,1121,17681
TN42A,TN26A,Hidra,TS2229,حيدرة,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,0,"49,4",(1) moins de 10 000,"213,1","210,2",9762,"0,078",4260,42,243,17681
TN42B,TN26B,Foussana,TS222A,فوسانة,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,0,"27,6",(1) moins de 10 000,"227,7",211,41447,"0,112",4261,42,1616,17681
TN42C,TN26C,Feriana,TS222B,فريانة,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,0,"37,5",(3) 20-50000,259,"208,1",51455,"0,177",4262,42,2204,17681
TN42D,TN26D,Majel Bel Abbès,TS222C,ماجل بلعباس,TS222,Kasserine,TS22,Centre-ouest,TS2,Centre,0,"54,2",(1) moins de 10 000,"276,5","187,5",23315,"0,044",4263,42,759,17681
TN431,TN271,Sidi Bouzid Ouest,TS2230,سيدي بوزيد الغربية,TS223,Sidi Bou Zid,TS22,Centre-ouest,TS2,Centre,1,1,(3) 20-50000,"214,7","137,7",73226,"0,309",4351,43,3014,18255
TN432,TN272,Sidi Bouzid Est,TS2231,سيدي بوزيد الشرقية,TS223,Sidi Bou Zid,TS22,Centre-ouest,TS2,Centre,0,"19,1",(3) 20-50000,"201,7","124,8",49450,"0,231",4352,43,4508,18255
TN433,TN273,Jilma,TS2232,جلمة,TS223,Sidi Bou Zid,TS22,Centre-ouest,TS2,Centre,0,"39,3",(1) moins de 10 000,180,"134,1",40239,"0,123",4353,43,1424,18255
TN434,TN274,Cebalit Ouled Asker,TS2233,سبالة اولاد عسكر,TS223,Sidi Bou Zid,TS22,Centre-ouest,TS2,Centre,0,"27,9",(1) moins de 10 000,"198,1","150,7",20382,"0,135",4354,43,935,18255
TN435,TN275,Bir Elhfay,TS2234,بئر الحفي,TS223,Sidi Bou Zid,TS22,Centre-ouest,TS2,Centre,0,"18,8",(1) moins de 10 000,"230,7","147,3",38288,"0,165",4355,43,1519,18255
TN436,TN276,Sidi Ali Ben Aoun,TS2235,سيدي علي بوعون,TS223,Sidi Bou Zid,TS22,Centre-ouest,TS2,Centre,0,"39,6",(1) moins de 10 000,"249,5",146,28214,"0,158",4356,43,823,18255
TN437,TN277,Menzel Bouzaine,TS2236,منزل بوزيان,TS223,Sidi Bou Zid,TS22,Centre-ouest,TS2,Centre,0,"45,7",(1) moins de 10 000,"257,4","113,8",25321,"0,112",4357,43,598,18255
TN438,TN278,Meknassy,TS2237,مكناسي,TS223,Sidi Bou Zid,TS22,Centre-ouest,TS2,Centre,0,"50,2",(2) 10-20 000,"252,8","102,3",23789,"0,163",4358,43,995,18255
TN439,TN279,Souk Jdid,TS2238,سوق الجديد,TS223,Sidi Bou Zid,TS22,Centre-ouest,TS2,Centre,0,"24,4",(1) moins de 10 000,"228,3","120,5",21660,"0,042",4359,43,810,18255
TN43A,TN27A,Mezzouna,TS2239,مزونة,TS223,Sidi Bou Zid,TS22,Centre-ouest,TS2,Centre,0,"72,7",(1) moins de 10 000,"267,4","79,7",24766,"0,16",4360,43,845,18255
TN43B,TN27B,Rgueb,TS223A,رقاب,TS223,Sidi Bou Zid,TS22,Centre-ouest,TS2,Centre,0,"45,4",(1) moins de 10 000,"222,5","94,4",64998,"0,211",4361,43,2087,18255
TN43C,TN27C,Ouled Haffouz,TS223B,اولاد حفوز,TS223,Sidi Bou Zid,TS22,Centre-ouest,TS2,Centre,0,"42,5",(1) moins de 10 000,"196,9","101,5",19579,"0,164",4362,43,697,18255
TN511,TN311,Gabes Medina,TS3110,قابس المدينة,TS311,Gabes,TS31,Sud-est,TS3,Sud,1,1,(5) 100 000-1 000 000,"332,6",5,46731,"0,381",5151,51,5975,21657
TN512,TN312,Gabes Ouest,TS3111,قابس الغربية,TS311,Gabes,TS31,Sud-est,TS3,Sud,0,"12,6",(5) 100 000-1 000 000,"338,3","16,6",31768,"0,345",5152,51,1778,21657
TN513,TN313,Gabes Sud,TS3112,قابس الجنوبية,TS311,Gabes,TS31,Sud-est,TS3,Sud,0,"11,1",(5) 100 000-1 000 000,"342,7","15,1",74422,"0,404",5153,51,3716,21657
TN514,TN314,Ghannouch,TS3113,غنوش,TS311,Gabes,TS31,Sud-est,TS3,Sud,0,"8,1",(3) 20-50000,"326,9","12,1",28051,"0,312",5154,51,1248,21657
TN515,TN315,ElMetouia,TS3114,المطوية,TS311,Gabes,TS31,Sud-est,TS3,Sud,0,"22,9",(2) 10-20 000,"315,1","26,9",27878,"0,309",5155,51,1568,21657
TN516,TN316,Menzel El Habib,TS3115,منزل الحبيب,TS311,Gabes,TS31,Sud-est,TS3,Sud,0,"55,2",(1) moins de 10 000,"305,2","59,2",10148,"0,172",5156,51,284,21657
TN517,TN317,EL Hamma,TS3116,الحامة,TS311,Gabes,TS31,Sud-est,TS3,Sud,0,"51,1",(3) 20-50000,"337,8","55,1",73512,"0,222",5157,51,3013,21657
TN518,TN318,Matmata,TS3117,مطماطة,TS311,Gabes,TS31,Sud-est,TS3,Sud,0,"58,7",(1) moins de 10 000,384,"62,7",4444,"0,171",5158,51,166,21657
TN519,TN319,La Nouvelle matmata,TS3118,مطماطة الجديدة,TS311,Gabes,TS31,Sud-est,TS3,Sud,0,"34,5",(1) moins de 10 000,"362,3","38,5",14224,"0,151",5159,51,692,21657
TN51A,TN31A,Mareth,TS3119,مارث,TS311,Gabes,TS31,Sud-est,TS3,Sud,0,"37,6",(2) 10-20 000,"367,6","41,6",63122,"0,239",5160,51,3217,21657
TN521,TN321,Medenine Nord,TS3120,مدنين الشمالية,TS312,Medenine,TS31,Sud-est,TS3,Sud,1,1,(4) 50-100 000,"386,2","64,7",54769,"0,322",5251,52,5513,35797
TN522,TN322,Medenine Sud,TS3121,مدنين الجنوبية,TS312,Medenine,TS31,Sud-est,TS3,Sud,0,"25,1",(4) 50-100 000,"390,1","41,4",54640,"0,298",5252,52,2625,35797
TN523,TN323,Beni Khadech,TS3122,بني خداش,TS312,Medenine,TS31,Sud-est,TS3,Sud,0,"32,7",(1) moins de 10 000,"403,3","75,7",25885,"0,139",5253,52,704,35797
TN524,TN324,Ben Guerdane,TS3123,بن قردان,TS312,Medenine,TS31,Sud-est,TS3,Sud,0,"99,6",(4) 50-100 000,"453,8","70,5",79912,"0,273",5254,52,4183,35797
TN525,TN325,Zarzis,TS3124,جرجيس,TS312,Medenine,TS31,Sud-est,TS3,Sud,0,"60,9",(4) 50-100 000,"388,7",5,75382,"0,365",5255,52,8611,35797
TN526,TN326,Djerba Houmet Souk,TS3125,جربة حومة السوق,TS312,Medenine,TS31,Sud-est,TS3,Sud,0,"67,5",(5) 100 000-1 000 000,344,50,75904,"0,437",5256,52,7156,35797
TN527,TN327,Djerba Midoun,TS3126,جربة ميدون,TS312,Medenine,TS31,Sud-est,TS3,Sud,0,"68,3",(5) 100 000-1 000 000,"355,3","38,5",63528,"0,39",5257,52,4843,35797
TN528,TN328,Djerba Ajim,TS3127,جربة أجيم,TS312,Medenine,TS31,Sud-est,TS3,Sud,0,"57,1",(3) 20-50000,"352,3","43,4",24294,"0,278",5258,52,1553,35797
TN529,TN329,Sidi Makhlouf,TS3128,سيدي مخلوف,TS312,Medenine,TS31,Sud-est,TS3,Sud,0,"23,1",(1) moins de 10 000,"371,5","50,5",25206,"0,152",5259,52,609,35797
TN531,TN331,Tataouine Nord,TS3130,تطاوين الشمالية,TS313,Tataouine,TS31,Sud-est,TS3,Sud,1,1,(4) 50-100 000,"464,8","91,3",61431,"0,234",5351,53,6051,9036
TN532,TN332,Tataouine Sud,TS3131,تطاوين الجنوبية,TS313,Tataouine,TS31,Sud-est,TS3,Sud,0,"53,3",(4) 50-100 000,"451,5","111,8",34344,"0,19",5352,53,572,9036
TN533,TN333,Smar,TS3132,الصمار,TS313,Tataouine,TS31,Sud-est,TS3,Sud,0,"28,9",(1) moins de 10 000,463,"80,9",14793,"0,122",5353,53,663,9036
TN534,TN334,Bir  Lahmar,TS3133,بئر الأحمر,TS313,Tataouine,TS31,Sud-est,TS3,Sud,0,"58,6",(1) moins de 10 000,"409,6","62,4",8460,"0,192",5354,53,373,9036
TN535,TN335,Ghomrassen,TS3134,غمراسن,TS313,Tataouine,TS31,Sud-est,TS3,Sud,0,60,(2) 10-20 000,"420,8","86,3",15957,"0,167",5355,53,815,9036
TN536,TN336,Dhehiba,TS3135,ذهيبة,TS313,Tataouine,TS31,Sud-est,TS3,Sud,0,"90,7",(1) moins de 10 000,"551,3","180,5",4295,"0,109",5356,53,234,9036
TN537,TN337,Remeda,TS3136,رمادة,TS313,Tataouine,TS31,Sud-est,TS3,Sud,0,"147,4",(1) moins de 10 000,"572,1","233,3",10173,"0,208",5357,53,328,9036
TN611,TN341,Gafsa Nord,TS3210,قفصة الشمالية,TS321,Gafsa,TS32,Sud-ouest,TS3,Sud,1,1,(5) 100 000-1 000 000,"281,4","141,2",10022,"0,132",6151,61,476,14902
TN612,TN342,Sidi Aich,TS3211,سيدي عيش,TS321,Gafsa,TS32,Sud-ouest,TS3,Sud,0,"19,1",(1) moins de 10 000,"274,9","158,9",10084,"0,146",6152,61,258,14902
TN613,TN343,El ksar,TS3212,القصر,TS321,Gafsa,TS32,Sud-ouest,TS3,Sud,0,"25,1",(5) 100 000-1 000 000,"305,4","141,1",36482,"0,25",6153,61,2004,14902
TN614,TN344,Gafsa Sud,TS3213,قفصة الجنوبية,TS321,Gafsa,TS32,Sud-ouest,TS3,Sud,0,"30,4",(5) 100 000-1 000 000,"302,3","160,8",101148,"0,369",6154,61,7191,14902
TN615,TN345,Om EL Araies,TS3214,أم العرايس,TS321,Gafsa,TS32,Sud-ouest,TS3,Sud,0,"55,3",(3) 20-50000,"306,9","189,1",27012,"0,143",6155,61,665,14902
TN616,TN346,Redeyef,TS3215,الرديف,TS321,Gafsa,TS32,Sud-ouest,TS3,Sud,0,"75,1",(3) 20-50000,"333,6","197,8",26976,"0,194",6156,61,484,14902
TN617,TN347,Metlaoui,TS3216,المتلوي,TS321,Gafsa,TS32,Sud-ouest,TS3,Sud,0,"58,2",(3) 20-50000,"330,4","173,1",38634,"0,206",6157,61,1057,14902
TN618,TN348,Mdhila,TS3217,المظيلة,TS321,Gafsa,TS32,Sud-ouest,TS3,Sud,0,"46,3",(2) 10-20 000,"326,4","145,9",15306,"0,118",6158,61,470,14902
TN619,TN349,El Gtar,TS3218,القطار,TS321,Gafsa,TS32,Sud-ouest,TS3,Sud,0,"34,3",(2) 10-20 000,"308,6","119,3",20137,"0,144",6159,61,942,14902
TN61A,TN34A,Belkhir,TS3219,بلخير,TS321,Gafsa,TS32,Sud-ouest,TS3,Sud,0,"50,2",(1) moins de 10 000,"289,5","92,3",14784,"0,073",6160,61,356,14902
TN61B,TN34B,Sned,TS321A,السند,TS321,Gafsa,TS32,Sud-ouest,TS3,Sud,0,"22,4",(1) moins de 10 000,"275,2","122,9",36746,"0,104",6161,61,999,14902
TN621,TN351,Tozeur,TS3220,توزر,TS322,Tozeur,TS32,Sud-ouest,TS3,Sud,1,1,(3) 20-50000,"381,7","195,2",46422,"0,335",6251,62,3615,6809
TN622,TN352,Degach,TS3221,دقاش,TS322,Tozeur,TS32,Sud-ouest,TS3,Sud,0,"23,9",(1) moins de 10 000,360,"179,3",28543,"0,2",6252,62,1800,6809
TN623,TN353,Tameghza,TS3222,تمغزة,TS322,Tozeur,TS32,Sud-ouest,TS3,Sud,0,"48,7",(1) moins de 10 000,358,"221,5",6516,"0,112",6253,62,237,6809
TN624,TN354,Nafta,TS3223,نفطة,TS322,Tozeur,TS32,Sud-ouest,TS3,Sud,0,"23,2",(3) 20-50000,"398,9","216,2",21731,"0,269",6254,62,953,6809
TN625,TN355,Hazoua,TS3224,حزوة,TS322,Tozeur,TS32,Sud-ouest,TS3,Sud,0,"46,1",(1) moins de 10 000,"418,2","237,5",4700,"0,18",6255,62,204,6809
TN631,TN361,Kebeli Sud,TS3230,قبلي الجنوبية,TS323,Kebili,TS32,Sud-ouest,TS3,Sud,1,1,(2) 10-20 000,"377,7","109,5",30447,"0,294",6351,63,4019,10163
TN632,TN362,Kebeli Nord,TS3231,قبلي الشمالية,TS323,Kebili,TS32,Sud-ouest,TS3,Sud,0,"16,6",(2) 10-20 000,"362,1","101,2",31854,"0,311",6352,63,837,10163
TN633,TN363,Souk El Ahed,TS3232,سوق الأحد,TS323,Kebili,TS32,Sud-ouest,TS3,Sud,0,42,(2) 10-20 000,"347,7","122,4",27865,"0,197",6353,63,1935,10163
